NBPF6	chr1	108992903	109013260
FAM102B	chr1	109102721	109181944
HENMT1	chr1	109190909	109204148
PRPF38B	chr1	109234931	109245550
FNDC7	chr1	109255529	109285371
STXBP3	chr1	109289295	109352145
AKNAD1	chr1	109358522	109400866
SPATA42	chr1	109399838	109401146
GPSM2	chr1	109419606	109477167
CLCC1	chr1	109472129	109506121
WDR47	chr1	109512835	109584850
TAF13	chr1	109606761	109618625
TMEM167B	chr1	109633385	109639556
SCARNA2	chr1	109642814	109643234
C1orf194	chr1	109648576	109656453
KIAA1324	chr1	109656736	109749403
SARS1	chr1	109756514	109760113
CELSR2	chr1	109792160	109818373
PSRC1	chr1	109822175	109825790
MYBPHL	chr1	109834986	109849633
SORT1	chr1	109852196	109940540
PSMA5	chr1	109941663	109969070
SYPL2	chr1	110009167	110024756
ATXN7L2	chr1	110026526	110035426
CYB561D1	chr1	110036657	110043063
AMIGO1	chr1	110046799	110052349
C1orf127	chr1	11006529	11042094
GPR61	chr1	110082493	110088470
GNAI3	chr1	110091236	110142817
MIR197	chr1	110141514	110141589
GNAT2	chr1	110145875	110155706
AMPD2	chr1	110166609	110174677
GSTM4	chr1	110198720	110208119
GSTM2	chr1	110210678	110217908
GSTM1	chr1	110230438	110236367
MIR200B	chr1	1102483	1102578
GSTM5	chr1	110254872	110260890
GSTM3	chr1	110276553	110283660
EPS8L3	chr1	110292701	110306545
MIR200A	chr1	1103242	1103332
MIR429	chr1	1104384	1104467
CSF1	chr1	110453470	110473614
AHCYL1	chr1	110527386	110566364
STRIP1	chr1	110574198	110597263
ALX3	chr1	110602491	110613294
LINC01397	chr1	110625309	110652341
UBL4B	chr1	110655064	110656569
SLC6A17	chr1	110693115	110744824
TARDBP	chr1	11072678	11085549
LINC02586	chr1	110751071	110752609
KCNC4	chr1	110752935	110791746
RBM15-AS1	chr1	110828996	110881793
RBM15	chr1	110881944	110889303
SLC16A4	chr1	110905472	110933704
LAMTOR5	chr1	110943874	110950546
LAMTOR5-AS1	chr1	110950430	110958896
PROK1	chr1	110993770	110999980
CYMP	chr1	111023387	111033891
CYMP-AS1	chr1	111030301	111032880
MASP2	chr1	11104854	11107296
KCNA10	chr1	111059838	111061797
KCNA2	chr1	111136201	111174062
SRM	chr1	11114645	11120075
KCNA3	chr1	111215086	111217562
EXOSC10	chr1	11126674	11159926
CD53	chr1	111413820	111442558
LRIF1	chr1	111489811	111506566
TTLL10	chr1	1115060	1121244
EXOSC10-AS1	chr1	11159731	11162162
DRAM2	chr1	111659791	111682838
MTOR	chr1	11166591	11322608
CEPT1	chr1	111682004	111727726
DENND2D	chr1	111728590	111747160
CHI3L2	chr1	111770280	111786062
CHIAP2	chr1	111823145	111828730
CHIA	chr1	111833472	111863185
PIFO	chr1	111889181	111895639
PGBP	chr1	111927140	111932473
OVGP1	chr1	111956940	111970357
WDR77	chr1	111982511	111991930
ATP5PB	chr1	111992085	112005395
C1orf162	chr1	112016605	112021134
TMIGD3	chr1	112025969	112106625
MTOR-AS1	chr1	11203954	11209595
ADORA3	chr1	112042050	112046255
LINC01160	chr1	112141628	112150940
LOC107985184	chr1	112160232	112163020
RAP1A	chr1	112162404	112259317
INKA2	chr1	112264685	112298419
INKA2-AS1	chr1	112282462	112290420
LOC101928718	chr1	112287938	112298131
DDX20	chr1	112298522	112310622
KCND3	chr1	112318453	112531777
KCND3-IT1	chr1	112396383	112399527
KCND3-AS1	chr1	112452278	112453552
ANGPTL7	chr1	11249411	11256038
LINC01750	chr1	112533157	112541464
CTTNBP2NL	chr1	112938835	113003786
MIR4256	chr1	113004391	113004455
WNT2B	chr1	113009162	113063910
ST7L	chr1	113066135	113161763
CAPZA1	chr1	113162453	113214238
MOV10	chr1	113216933	113243368
RHOC	chr1	113243748	113250025
PPM1J	chr1	113252615	113257950
TAFA3	chr1	113263188	113269857
UBIAD1	chr1	11333254	11359629
LINC01356	chr1	113362790	113393265
MIR11399	chr1	113424671	113424751
SLC16A1	chr1	113454468	113498975
AKR7A2P1	chr1	113465971	113467295
SLC16A1-AS1	chr1	113499036	113506694
LRIG2-DT	chr1	113554308	113615724
LRIG2	chr1	113615819	113674882
LOC643441	chr1	113739402	113748875
TNFRSF18	chr1	1138887	1141972
MAGI3	chr1	113933136	114228545
PHTF1	chr1	114239826	114302510
RSBN1	chr1	114304453	114355098
AP4B1-AS1	chr1	114355233	114443859
PTPN22	chr1	114356432	114414381
BCL2L15	chr1	114419437	114430203
AP4B1	chr1	114436815	114447650
DCLRE1B	chr1	114447240	114456708
HIPK1-AS1	chr1	114466622	114472147
HIPK1	chr1	114471945	114520491
OLFML3	chr1	114522012	114524876
SYT6	chr1	114631913	114696491
TNFRSF4	chr1	1146719	1149533
TRIM33	chr1	114935411	115053824
BCAS2	chr1	115110177	115124236
DENND2C	chr1	115125470	115212670
AMPD1	chr1	115215718	115238239
SDF4	chr1	1152287	1167447
NRAS	chr1	115247089	115259392
CSDE1	chr1	115259533	115300671
SIKE1	chr1	115312099	115323306
DISP3	chr1	11539211	11597608
SYCP1	chr1	115397423	115537991
TSHB	chr1	115572446	115576923
TSPAN2	chr1	115590631	115632124
NGF-AS1	chr1	115825654	115910693
NGF	chr1	115828537	115880870
VANGL1	chr1	116184590	116240842
CASQ2	chr1	116242623	116311426
NHLH2	chr1	116378997	116383747
LINC01649	chr1	116461996	116468529
LOC101928977	chr1	116465193	116519897
SLC22A15	chr1	116519133	116612675
MAB21L3	chr1	116654375	116677861
LINC01647	chr1	11669587	11673412
B3GALT6	chr1	1167616	1170421
ATP1A1	chr1	116915865	116947396
ATP1A1-AS1	chr1	116935486	116961244
LINC01762	chr1	116966345	117021448
CD58	chr1	117057155	117113648
FBXO2	chr1	11708443	11714486
MIR548AC	chr1	117102645	117102733
IGSF3	chr1	117117019	117210377
FBXO44	chr1	11714463	11723384
MIR320B1	chr1	117214367	117214439
LINC02868	chr1	117236733	117249225
FBXO6	chr1	11724256	11734411
CD2	chr1	117297051	117311851
MAD2L2	chr1	11734536	11741205
PTGFRN	chr1	117452537	117532975
DRAXIN	chr1	11751766	11785914
CD101	chr1	117544371	117579173
LOC101929099	chr1	117568103	117602112
TTF2	chr1	117602947	117650075
MIR942	chr1	117637264	117637350
TRIM45	chr1	117653681	117664371
VTCN1	chr1	117686208	117753582
C1QTNF12	chr1	1177832	1182102
LINC01525	chr1	117838087	117863958
MAN1A2	chr1	117910070	118071494
AGTRAP	chr1	11796141	11810828
LOC100996263	chr1	118139453	118148392
TENT5C	chr1	118148669	118171011
C1orf167	chr1	11822249	11849642
C1orf167-AS1	chr1	11837133	11839676
GDAP2	chr1	118406106	118472244
MTHFR	chr1	11845779	11866021
WDR3	chr1	118472361	118509166
SPAG17	chr1	118496212	118727851
CLCN6	chr1	11866152	11903201
DDX11L1	chr1	11873	14409
UBE2J2	chr1	1189291	1209234
NPPA-AS1	chr1	11900375	11907673
NPPA	chr1	11905765	11907840
NPPB	chr1	11917520	11919002
TBX15	chr1	119425669	119532133
LOC105378933	chr1	119542966	119544028
WARS2	chr1	119573838	119683295
WARS2-IT1	chr1	119590027	119605910
RNU5E-1	chr1	11968210	11968329
WARS2-AS1	chr1	119683018	119776801
KIAA2013	chr1	11979647	11986484
LINC01780	chr1	119870874	119898805
HAO2	chr1	119911407	119936753
HAO2-IT1	chr1	119911568	119912954
PLOD1	chr1	11994773	12035594
HSD3B2	chr1	119957553	119965662
HSD3B1	chr1	120049825	120057681
HSD3BP4	chr1	120106502	120115199
LINC00622	chr1	120140324	120141914
ZNF697	chr1	120161999	120190889
PHGDH	chr1	120254556	120286838
HMGCS2	chr1	120290618	120311555
REG4	chr1	120336639	120354083
NBPF7	chr1	120377387	120387503
MFN2	chr1	12040237	12073572
ADAM30	chr1	120436155	120439138
NOTCH2	chr1	120454175	120612276
SEC22B	chr1	120693459	120697156
MIIP	chr1	12079554	12092102
FAM72B	chr1	120839004	120855681
MIR6729	chr1	12089214	12089279
H2BP1	chr1	120905992	120906487
LOC100996318	chr1	120925023	120933000
FCGR1B	chr1	120926127	120935944
SRGAP2C	chr1	121107153	121134735
TNFRSF8	chr1	12123359	12204264
EMBP1	chr1	121260909	121313686
SCNN1D	chr1	1215815	1227409
MIR7846	chr1	12226999	12227095
TNFRSF1B	chr1	12227047	12269277
MIR4632	chr1	12251769	12251830
ACAP3	chr1	1227770	1243310
VPS13D	chr1	12290086	12572099
MIR6726	chr1	1231489	1231550
SNORD167	chr1	1240108	1240192
PUSL1	chr1	1243959	1247057
INTS11	chr1	1246964	1260067
MIR6727	chr1	1247881	1247946
SNORA59A	chr1	12567299	12567451
CPTP	chr1	1260181	1264276
DHRS3	chr1	12627938	12678216
MIR6730	chr1	12638984	12639051
TAS1R3	chr1	1266659	1270694
AADACL4	chr1	12704565	12727097
DVL1	chr1	1270657	1284798
MIR6808	chr1	1275029	1275088
AADACL3	chr1	12776112	12788727
C1orf158	chr1	12806147	12823847
PRAMEF12	chr1	12834990	12838049
PRAMEF1	chr1	12851545	12856777
MXRA8	chr1	1288070	1297179
LINC01784	chr1	12882548	12883086
PRAMEF11	chr1	12884462	12891264
HNRNPCL1	chr1	12907229	12908609
PRAMEF2	chr1	12916940	12921764
PRAMEF4	chr1	12939032	12946025
PRAMEF10	chr1	12952726	12958101
PRAMEF7	chr1	12976466	12980300
PRAMEF6	chr1	12998301	13007406
PRAMEF18	chr1	13035498	13039011
AURKAIP1	chr1	1309115	1310587
PRAMEF34P	chr1	13161985	13167193
HNRNPCL2	chr1	13182959	13184326
PRAMEF36P	chr1	13194517	13199727
PRAMEF25	chr1	13216201	13219584
CCNL2	chr1	1327667	1334722
MRPL20-AS1	chr1	1334909	1337426
PRAMEF5	chr1	13359818	13369057
MRPL20	chr1	1337288	1342673
PRAMEF33	chr1	13409134	13414502
PRAMEF13	chr1	13447413	13452656
LOC729737	chr1	134772	140566
ANKRD65	chr1	1353799	1356824
PRAMEF8	chr1	13607699	13611533
TMEM88B	chr1	1361507	1363167
PRAMEF15	chr1	13641972	13648990
LINC01770	chr1	1365536	1369953
PRAMEF14	chr1	13668268	13673511
PRAMEF19	chr1	13694888	13698405
VWA1	chr1	1371069	1378262
PRAMEF17	chr1	13716091	13719089
PRAMEF20	chr1	13736906	13747803
LRRC38	chr1	13801440	13840498
ATAD3C	chr1	1385068	1405543
PDPN	chr1	13910251	13944452
PRDM2	chr1	14031349	14114574
ATAD3B	chr1	1407144	1433228
ANKRD20A12P	chr1	142697420	142713605
LOC102723769	chr1	143134602	143202239
WASH7P	chr1	14361	29370
LOC653513	chr1	144676436	144680025
ATAD3A	chr1	1447541	1470065
PDE4DIP	chr1	144851423	144932032
NOTCH2NLA	chr1	145209112	145286270
RNVU1-6	chr1	145382756	145382920
HJV	chr1	145413190	145417545
TXNIP	chr1	145438489	145442635
POLR3GL	chr1	145456235	145470408
LIX1L	chr1	145477068	145501670
LIX1L-AS1	chr1	145493883	145508262
ANKRD35	chr1	145549208	145568526
MIR6736	chr1	145584422	145584481
NUDT17	chr1	145586113	145589438
POLR3C	chr1	145590665	145610913
GPR89A	chr1	145764408	145827075
LOC728989	chr1	146490894	146514599
RNVU1-8	chr1	146556162	146556303
PRKAB2	chr1	146626684	146644049
PDIA3P1	chr1	146649429	146651528
FMO5	chr1	146655883	146697230
CHD1L	chr1	146714333	146767443
KAZN-AS1	chr1	14675449	14746469
LINC00624	chr1	146853913	146989699
BCL9	chr1	147013270	147098017
TMEM240	chr1	1470157	1476004
ACP6	chr1	147114028	147142646
GJA8	chr1	147374920	147381396
GPR89B	chr1	147400486	147465824
PDZK1P1	chr1	147466093	147487188
RNVU1-7	chr1	147511003	147511167
PDE4DIPP1	chr1	147521552	147567054
NBPF11	chr1	147574322	147624560
LINC02805	chr1	147634988	147635692
SSU72	chr1	1477052	1510243
MIR5087	chr1	147806602	147806678
RNVU1-1	chr1	147834501	147834665
MIR6077	chr1	147860433	147860515
RNVU1-3	chr1	147874867	147875028
PPIAL4G	chr1	147954634	147955377
PPIAL4D	chr1	148201751	148202536
RNVU1-14	chr1	148241464	148241628
NBPF15	chr1	148558187	148596267
RNVU1-15	chr1	148604907	148605072
PPIAL4E	chr1	148644010	148644795
PPIAL4F	chr1	148806014	148806799
LOC105371215	chr1	148864656	148866653
LOC101927429	chr1	148876039	148902123
LSP1P5	chr1	148928312	148951595
RNVU1-17	chr1	149194105	149194269
RNVU1-18	chr1	149224057	149224221
KAZN	chr1	14925180	15444539
H2BP2	chr1	149341468	149399226
FCGR1CP	chr1	149369293	149378303
H3-2	chr1	149396961	149400553
FAM72C	chr1	149449933	149459550
PPIAL4C	chr1	149553002	149553787
LINC00869	chr1	149576160	149651107
FCGR1A	chr1	149754249	149764074
H2BC18	chr1	149783433	149783928
H3C13	chr1	149784779	149785236
H4C14	chr1	149804220	149804616
H3C14	chr1	149812258	149812765
H2AC18	chr1	149813784	149814318
H2BC20P	chr1	149821758	149822340
H2AC19	chr1	149822627	149823161
H3C15	chr1	149824180	149824687
H4C15	chr1	149832329	149832725
H2BC21	chr1	149856009	149858232
H2AC20	chr1	149858524	149858961
H2AC21	chr1	149859018	149859466
BOLA1	chr1	149871120	149872348
SV2A	chr1	149874869	149878543
SF3B4	chr1	149895208	149899695
MTMR11	chr1	149900542	149908772
OTUD7B	chr1	149909704	149982675
VPS45	chr1	150039438	150117507
PLEKHO1	chr1	150122775	150132260
LOC105371433	chr1	150132925	150153463
ANP32E	chr1	150190716	150208460
CA14	chr1	150230168	150237478
SNORD13C	chr1	150234092	150234196
APH1A	chr1	150237798	150241609
C1orf54	chr1	150244686	150253335
CIART	chr1	150254963	150259505
MRPS21	chr1	150266261	150281414
PRPF3	chr1	150293916	150325704
RPRD2	chr1	150336586	150449042
TARS2	chr1	150459894	150480078
MIR6878	chr1	150464820	150464886
ECM1	chr1	150480584	150486265
FALEC	chr1	150488232	150490508
ADAMTSL4	chr1	150521883	150531224
MIR4257	chr1	150524404	150524490
ADAMTSL4-AS1	chr1	150533370	150547028
MCL1	chr1	150547026	150552214
ENSA	chr1	150593721	150602088
GOLPH3L	chr1	150618705	150669630
HORMAD1	chr1	150670535	150693371
CTSS	chr1	150702663	150738254
CTSK	chr1	150768683	150780736
ARNT	chr1	150782188	150849075
CTXND2	chr1	150859728	150884988
SETDB1	chr1	150898738	150937213
CERS2	chr1	150937648	150947479
ANXA9	chr1	150954767	150968110
MINDY1	chr1	150969300	150979273
PRUNE1	chr1	150980924	151008189
BNIPL	chr1	151009061	151020196
C1orf56	chr1	151020226	151023896
CDC42SE1	chr1	151023446	151032125
MLLT11	chr1	151032872	151042020
GABPB2	chr1	151043236	151098018
SEMA6C	chr1	151104160	151119107
TNFAIP8L2	chr1	151129124	151132225
TNFAIP8L2-SCNM1	chr1	151129124	151142772
LYSMD1	chr1	151132223	151138378
SCNM1	chr1	151138619	151142772
TMOD4	chr1	151142462	151148457
VPS72	chr1	151148779	151162673
PIP5K1A	chr1	151171027	151222007
PSMD4	chr1	151227209	151239936
ZNF687-AS1	chr1	151252499	151254405
ZNF687	chr1	151254774	151264652
PI4KB	chr1	151264272	151300191
RFX5	chr1	151313115	151319769
GBAT2	chr1	151319485	151320367
SELENBP1	chr1	151336779	151345181
PSMB4	chr1	151372048	151374413
POGZ	chr1	151375199	151431970
CGN	chr1	151483862	151511168
TUFT1	chr1	151512784	151556059
MIR554	chr1	151518271	151518367
SNX27	chr1	151584525	151671556
CELF3	chr1	151672533	151689279
RIIAD1	chr1	151693997	151702281
MRPL9	chr1	151732122	151735972
OAZ3	chr1	151735444	151743806
TDRKH	chr1	151744043	151762976
TDRKH-AS1	chr1	151763224	151764146
LINGO4	chr1	151772739	151777895
RORC	chr1	151778546	151804278
C2CD4D	chr1	151810338	151813033
C2CD4D-AS1	chr1	151810752	151824011
THEM5	chr1	151819576	151826188
THEM4	chr1	151843341	151881987
S100A10	chr1	151955390	151966335
NBPF18P	chr1	151990753	151994985
S100A11	chr1	152004981	152009480
LOC100131107	chr1	152051888	152053400
TCHHL1	chr1	152056616	152061540
TCHH	chr1	152078792	152087930
RPTN	chr1	152126070	152131704
HRNR	chr1	152184551	152196672
FLG	chr1	152274640	152297715
FLG-AS1	chr1	152285934	152339168
FLG2	chr1	152321210	152332482
CRNN	chr1	152381718	152386739
LCE5A	chr1	152483278	152484653
CRCT1	chr1	152486957	152488484
LCE3E	chr1	152538129	152539256
LCE3D	chr1	152551856	152552992
LCE3C	chr1	152572709	152573562
LCE3B	chr1	152586286	152586574
LCE3A	chr1	152595309	152595579
LINC00302	chr1	152627952	152629280
LCE2D	chr1	152635855	152637135
LCE2C	chr1	152647790	152649050
LCE2B	chr1	152658598	152659873
LCE2A	chr1	152670820	152671918
LCE4A	chr1	152681522	152681910
C1orf68	chr1	152691997	152692946
KPRP	chr1	152730500	152734528
LCE1F	chr1	152748847	152749445
LCE1E	chr1	152758732	152760902
LCE1D	chr1	152769196	152770657
LCE1C	chr1	152777307	152779127
LCE1B	chr1	152784446	152785584
LCE1A	chr1	152799948	152800573
LCE6A	chr1	152815331	152816459
SMCP	chr1	152850797	152857523
IVL	chr1	152881020	152884362
SPRR4	chr1	152943123	152945050
SPRR1A	chr1	152956556	152958290
SPRR3	chr1	152974222	152976332
SPRR1B	chr1	153003678	153005376
SPRR2D	chr1	153012207	153013596
SPRR2A	chr1	153028595	153029988
SPRR2B	chr1	153042703	153044087
SPRR2E	chr1	153065610	153067002
SPRR2F	chr1	153084596	153085992
SPRR2C	chr1	153112593	153113969
SPRR2G	chr1	153122057	153123366
LOC101928009	chr1	153146993	153164152
LELP1	chr1	153175905	153177596
PRR9	chr1	153190059	153191786
LOR	chr1	153232162	153234600
PGLYRP3	chr1	153270337	153283194
PGLYRP4	chr1	153302595	153321317
S100A9	chr1	153330329	153333499
FNDC10	chr1	1533391	1535515
S100A12	chr1	153346186	153348097
S100A8	chr1	153362507	153363452
S100A7A	chr1	153388995	153395698
S100A7	chr1	153430219	153433127
LOC105378586	chr1	1534812	1542590
S100A6	chr1	153507074	153508467
S100A5	chr1	153509622	153514241
S100A4	chr1	153516096	153518282
LOC101928034	chr1	153518217	153524245
S100A3	chr1	153519804	153521734
S100A2	chr1	153533583	153538320
S100A16	chr1	153579361	153585613
S100A14	chr1	153586730	153588801
S100A13	chr1	153591274	153600715
S100A1	chr1	153600909	153604515
CHTOP	chr1	153606457	153618782
SNAPIN	chr1	153631129	153634328
ILF2	chr1	153634263	153643504
NPR1	chr1	153651163	153666468
MIR8083	chr1	153662180	153662269
INTS3	chr1	153700525	153747284
SLC27A3	chr1	153747882	153752636
LOC343052	chr1	153766422	153768778
DENND4B	chr1	153901976	153919194
CRTC2	chr1	153920150	153931088
SLC39A1	chr1	153931574	153940660
MIR6737	chr1	153934826	153934896
CREB3L4	chr1	153940377	153946835
JTB	chr1	153946744	153950150
RAB13	chr1	153954080	153958815
RPS27	chr1	153963230	153964631
NUP210L	chr1	153965165	154127592
MIR5698	chr1	154076996	154077068
TPM3	chr1	154159733	154164576
MIR190B	chr1	154166140	154166219
C1orf189	chr1	154171560	154178809
C1orf43	chr1	154183936	154193273
UBAP2L	chr1	154193324	154243986
SNORA58B	chr1	154232202	154232338
HAX1	chr1	154245104	154248351
AQP10	chr1	154293568	154297801
ATP8B2	chr1	154298000	154323780
IL6R-AS1	chr1	154374796	154379040
IL6R	chr1	154377818	154441926
TMEM51-AS1	chr1	15438310	15478960
SHE	chr1	154451956	154474888
TDRD10	chr1	154474694	154520623
UBE2Q1	chr1	154521052	154531138
UBE2Q1-AS1	chr1	154526084	154527504
CHRNB2	chr1	154540253	154552489
ADAR	chr1	154554532	154600473
KCNN3	chr1	154669930	154842757
TMEM51	chr1	15479027	15546974
PMVK	chr1	154897215	154915134
C1orf195	chr1	15490691	15498120
PBXIP1	chr1	154916555	154928575
PYGO2	chr1	154929501	154934258
LOC101928120	chr1	154933946	154935101
SHC1	chr1	154934773	154943223
CKS1B	chr1	154947117	154951725
MIR4258	chr1	154948168	154948259
FLAD1	chr1	154955819	154965587
LENEP	chr1	154966061	154966797
ZBTB7B	chr1	154975105	154991001
DCST2	chr1	154991002	155006257
DCST1	chr1	155006281	155023406
DCST1-AS1	chr1	155017666	155023641
ADAM15	chr1	155023791	155031159
EFNA4	chr1	155036215	155042029
EFNA3	chr1	155051312	155060014
MIB2	chr1	1550794	1565990
EFNA1	chr1	155100351	155107375
SLC50A1	chr1	155107850	155111329
DPM3	chr1	155112366	155113007
KRTCAP2	chr1	155141883	155145804
TRIM46	chr1	155146324	155153109
MUC1	chr1	155158299	155162706
MIR92B	chr1	155164967	155165063
THBS3	chr1	155165378	155177772
MTX1	chr1	155178489	155183630
GBAP1	chr1	155183615	155197325
GBA	chr1	155204242	155211040
FAM189B	chr1	155216995	155225274
SCAMP3	chr1	155225771	155232151
CLK2	chr1	155232658	155243295
HCN3	chr1	155247253	155259639
PKLR	chr1	155259083	155271229
FDPS	chr1	155278538	155290457
RUSC1-AS1	chr1	155286644	155293967
RUSC1	chr1	155293727	155300909
ASH1L	chr1	155305058	155532594
MIR555	chr1	155316140	155316236
POU5F1P4	chr1	155402970	155404053
ASH1L-AS1	chr1	155531832	155533735
MSTO1	chr1	155579960	155584758
YY1AP1	chr1	155629232	155658823
SCARNA26A	chr1	155648898	155649046
DAP3	chr1	155658881	155708801
MSTO2P	chr1	155715558	155720479
GON4L	chr1	155734217	155827005
FHAD1	chr1	15573720	15724623
SCARNA26B	chr1	155753474	155753623
SYT11	chr1	155829357	155854990
RIT1	chr1	155867598	155881140
KHDC4	chr1	155882835	155904204
SNORA80E	chr1	155889699	155889833
SCARNA4	chr1	155895748	155895877
RXFP4	chr1	155911479	155912625
ARHGEF2	chr1	155916629	155949351
MIR6738	chr1	155921063	155921127
SSR2	chr1	155978838	155990742
UBQLN4	chr1	156005089	156023589
LAMTOR2	chr1	156024572	156028297
RAB25	chr1	156030950	156040295
MEX3A	chr1	156041803	156052256
LMNA	chr1	156052336	156107657
SEMA4A	chr1	156119734	156147542
SLC25A44	chr1	156163722	156182587
PMF1	chr1	156182778	156209868
PMF1-BGLAP	chr1	156182778	156213123
BGLAP	chr1	156211974	156213108
PAQR6	chr1	156213111	156217908
SMG5	chr1	156219014	156261289
TMEM79	chr1	156252703	156262234
GLMP	chr1	156262477	156265480
VHLL	chr1	156268414	156269428
CCT3	chr1	156278751	156308206
TSACC	chr1	156307104	156316786
RHBG	chr1	156339001	156355011
C1orf61	chr1	156374043	156399340
MIR9-1	chr1	156390132	156390221
MEF2D	chr1	156433518	156470567
IQGAP3	chr1	156495196	156542357
FHAD1-AS1	chr1	15653175	15670379
TTC24	chr1	156551156	156557520
NAXE	chr1	156561567	156564091
GPATCH4	chr1	156564099	156571279
LOC101928177	chr1	156584533	156591720
HAPLN2	chr1	156589206	156595517
BCAN	chr1	156611908	156629320
NES	chr1	156638554	156647199
CRABP2	chr1	156669397	156675608
ISG20L2	chr1	156691682	156698558
RRNAD1	chr1	156698260	156706752
MRPL24	chr1	156707094	156710880
HDGF	chr1	156711900	156721467
PRCC	chr1	156737326	156770607
MMP23B	chr1	1567551	1570030
SH2D2A	chr1	156776848	156786640
NTRK1	chr1	156785541	156851642
INSRR	chr1	156809854	156828909
PEAR1	chr1	156863509	156886221
LRRC71	chr1	156890423	156902886
ARHGEF11	chr1	156904631	157015534
MIR765	chr1	156905922	156906036
CDK11B	chr1	1570602	1590465
ETV3L	chr1	157061834	157069600
CYCSP52	chr1	157098153	157098463
ETV3	chr1	157102975	157108383
EFHD2	chr1	15736383	15756835
FCRL5	chr1	157483166	157522305
FCRL4	chr1	157543536	157567875
FCRL3	chr1	157646270	157670559
CTRC	chr1	15764938	15775737
FCRL2	chr1	157715522	157746922
FCRL1	chr1	157764192	157789910
CD5L	chr1	157796857	157811598
CELA2A	chr1	15783226	15798586
LOC105371458	chr1	157895756	157918861
KIRREL1	chr1	157963062	158070052
KIRREL1-IT1	chr1	157995339	158001888
CELA2B	chr1	15802598	15817890
LINC01704	chr1	158101833	158110430
CD1D	chr1	158147819	158154686
CASP9	chr1	15817895	15851285
CD1A	chr1	158218125	158228059
CD1C	chr1	158259712	158264564
CD1B	chr1	158297744	158301321
CD1E	chr1	158323485	158327343
OR10T2	chr1	158368311	158369256
OR10K2	chr1	158389717	158390656
OR10K1	chr1	158435351	158436293
OR10R2	chr1	158449667	158450675
OR6Y1	chr1	158516917	158517895
OR6P1	chr1	158532440	158533394
DNAJC16	chr1	15853307	15898228
OR10X1	chr1	158548708	158549689
OR10Z1	chr1	158576228	158577170
SPTA1	chr1	158580493	158656505
OR6K2	chr1	158669368	158670486
SCARNA21B	chr1	15868660	15868799
OR6K3	chr1	158686957	158687905
OR6K6	chr1	158724605	158725637
OR6N1	chr1	158735533	158736472
OR6N2	chr1	158746471	158747425
MNDA	chr1	158801140	158819292
PYHIN1	chr1	158901341	158946849
PYDC5	chr1	158969760	158970102
IFI16	chr1	158969765	159024941
AGMAT	chr1	15898193	15911546
AIM2	chr1	159032273	159046691
CADM3	chr1	159141404	159173103
CADM3-AS1	chr1	159165774	159172212
ACKR1	chr1	159174664	159176290
FCER1A	chr1	159253677	159278014
OR10J3	chr1	159283459	159284449
SLC35E2B	chr1	1592938	1624234
OR10J1	chr1	159367254	159410754
OR10J4	chr1	159401981	159403105
DDI2	chr1	15943952	15995539
OR10J5	chr1	159504867	159505797
APCS	chr1	159557615	159558655
CRP	chr1	159682078	159684379
DUSP23	chr1	159750751	159752333
FCRL6	chr1	159770301	159786047
SLAMF8	chr1	159796662	159807282
